
-- Powi퉨anie uli z przegl퉐ami oraz opisami w tabeli [DescriptionHiveReview]
INSERT INTO DescriptionHiveReview (DescriptionId, HiveId, ReviewId)
VALUES

-- Przegl퉐 99
(NULL, 49, 99),
(NULL, 50, 99),
(NULL, 51, 99),
(NULL, 52, 99),
(NULL, 53, 99),
(NULL, 54, 99),
(NULL, 20, 99),
(NULL, 21, 99),
(NULL, 22, 99),
(NULL, 23, 99),

-- Przegl퉐 100
(NULL, 24, 100),
(NULL, 25, 100),
(NULL, 26, 100),
(NULL, 27, 100),
(NULL, 28, 100),
(NULL, 29, 100),
(NULL, 30, 100),
(NULL, 31, 100),
(NULL, 32, 100),
(NULL, 33, 100),

-- Przegl퉐 101
(NULL, 34, 101),
(NULL, 35, 101),
(NULL, 36, 101),
(NULL, 37, 101),
(NULL, 38, 101),
(NULL, 39, 101),
(NULL, 40, 101),
(NULL, 41, 101),
(NULL, 42, 101),
(NULL, 43, 101),

-- Przegl퉐 102
(NULL, 44, 102),
(NULL, 45, 102),
(NULL, 46, 102),
(NULL, 47, 102),
(NULL, 48, 102),
(NULL, 49, 102),
(NULL, 50, 102),
(NULL, 51, 102),
(NULL, 52, 102),
(NULL, 53, 102),

-- Przegl퉐 103
(NULL, 54, 103),
(NULL, 20, 103),
(NULL, 21, 103),
(NULL, 22, 103),
(NULL, 23, 103),
(NULL, 24, 103),
(NULL, 25, 103),
(NULL, 26, 103),
(NULL, 27, 103),
(NULL, 28, 103),

-- Przegl퉐 104
(NULL, 29, 104),
(NULL, 30, 104),
(NULL, 31, 104),
(NULL, 32, 104),
(NULL, 33, 104),
(NULL, 34, 104),
(NULL, 35, 104),
(NULL, 36, 104),
(NULL, 37, 104),
(NULL, 38, 104),

-- Przegl퉐 105
(NULL, 39, 105),
(NULL, 40, 105),
(NULL, 41, 105),
(NULL, 42, 105),
(NULL, 43, 105),
(NULL, 44, 105),
(NULL, 45, 105),
(NULL, 46, 105),
(NULL, 47, 105),
(NULL, 48, 105),

-- Przegl퉐 106
(NULL, 49, 106),
(NULL, 50, 106),
(NULL, 51, 106),
(NULL, 52, 106),
(NULL, 53, 106),
(NULL, 54, 106),
(NULL, 20, 106),
(NULL, 21, 106),
(NULL, 22, 106),
(NULL, 23, 106),

-- Przegl퉐 107
(NULL, 24, 107),
(NULL, 25, 107),
(NULL, 26, 107),
(NULL, 27, 107),
(NULL, 28, 107),
(NULL, 29, 107),
(NULL, 30, 107),
(NULL, 31, 107),
(NULL, 32, 107),
(NULL, 33, 107),

-- Przegl퉐 108
(NULL, 34, 108),
(NULL, 35, 108),
(NULL, 36, 108),
(NULL, 37, 108),
(NULL, 38, 108),
(NULL, 39, 108),
(NULL, 40, 108),
(NULL, 41, 108),
(NULL, 42, 108),
(NULL, 43, 108),

-- Przegl퉐 109
(NULL, 44, 109),
(NULL, 45, 109),
(NULL, 46, 109),
(NULL, 47, 109),
(NULL, 48, 109),
(NULL, 49, 109),
(NULL, 50, 109),
(NULL, 51, 109),
(NULL, 52, 109),
(NULL, 53, 109),

-- Przegl퉐 110
(NULL, 54, 110),
(NULL, 20, 110),
(NULL, 21, 110),
(NULL, 22, 110),
(NULL, 23, 110),
(NULL, 24, 110),
(NULL, 25, 110),
(NULL, 26, 110),
(NULL, 27, 110),
(NULL, 28, 110),

-- Przegl퉐 111
(NULL, 29, 111),
(NULL, 30, 111),
(NULL, 31, 111),
(NULL, 32, 111),
(NULL, 33, 111),
(NULL, 34, 111),
(NULL, 35, 111),
(NULL, 36, 111),
(NULL, 37, 111),
(NULL, 38, 111),

-- Przegl퉐 112
(NULL, 39, 112),
(NULL, 40, 112),
(NULL, 41, 112),
(NULL, 42, 112),
(NULL, 43, 112),
(NULL, 44, 112),
(NULL, 45, 112),
(NULL, 46, 112),
(NULL, 47, 112),
(NULL, 48, 112),

-- Przegl퉐 113
(NULL, 49, 113),
(NULL, 50, 113),
(NULL, 51, 113),
(NULL, 52, 113),
(NULL, 53, 113),
(NULL, 54, 113),
(NULL, 20, 113),
(NULL, 21, 113),
(NULL, 22, 113),
(NULL, 23, 113),

-- Przegl퉐 114
(NULL, 24, 114),
(NULL, 25, 114),
(NULL, 26, 114),
(NULL, 27, 114),
(NULL, 28, 114),
(NULL, 29, 114),
(NULL, 30, 114),
(NULL, 31, 114),
(NULL, 32, 114),
(NULL, 33, 114),

-- Przegl퉐 115
(NULL, 34, 115),
(NULL, 35, 115),
(NULL, 36, 115),
(NULL, 37, 115),
(NULL, 38, 115),
(NULL, 39, 115),
(NULL, 40, 115),
(NULL, 41, 115),
(NULL, 42, 115),
(NULL, 43, 115),

-- Przegl퉐 116
(NULL, 44, 116),
(NULL, 45, 116),
(NULL, 46, 116),
(NULL, 47, 116),
(NULL, 48, 116),
(NULL, 49, 116),
(NULL, 50, 116),
(NULL, 51, 116),
(NULL, 52, 116),
(NULL, 53, 116),

-- Przegl퉐 117
(NULL, 54, 117),
(NULL, 20, 117),
(NULL, 21, 117),
(NULL, 22, 117),
(NULL, 23, 117),
(NULL, 24, 117),
(NULL, 25, 117),
(NULL, 26, 117),
(NULL, 27, 117),
(NULL, 28, 117),

-- Przegl퉐 118
(NULL, 29, 118),
(NULL, 30, 118),
(NULL, 31, 118),
(NULL, 32, 118),
(NULL, 33, 118),
(NULL, 34, 118),
(NULL, 35, 118),
(NULL, 36, 118),
